policy_ref,coverholder_id,coverholder_name,inception_date,expiry_date,class_of_business,insured_name,postcode,premium,sum_insured,underwriting_year,bound_month
POL-CH003-00863,CH003,Fortis Professional Risks,2025-02-03,2026-02-03,Professional Indemnity,Holland-Willis,S74 2FZ,5235,1401402,2025,2025-02
POL-CH003-00864,CH003,Fortis Professional Risks,2025-02-10,2026-02-10,Professional Indemnity,Owens-Roberts,L53 2AJ,5851,974409,2025,2025-02
POL-CH004-00865,CH004,Southgate Property Partners,2025-02-11,2026-02-11,Commercial Property,"Allen, Smith and Benson",RH1 4PI,1370,507600,2025,2025-02
POL-CH004-00866,CH004,Southgate Property Partners,2025-02-05,2026-02-05,Commercial Property,"Cook, Collins and Martin",BR1 9YB,1811,590119,2025,2025-02
POL-CH004-00867,CH004,Southgate Property Partners,2025-02-17,2026-02-17,Commercial Property,"Patterson, White and Daly",TN1 5KL,1767,329159,2025,2025-02
POL-CH004-00868,CH004,Southgate Property Partners,2025-02-27,2026-02-27,Commercial Property,George-Glover,HP1 6RI,982,219686,2025,2025-02
POL-CH004-00869,CH004,Southgate Property Partners,2025-02-26,2026-02-26,Commercial Property,"Bryan, Edwards and Pearson",SW6 3QX,944,426712,2025,2025-02
POL-CH004-00870,CH004,Southgate Property Partners,2025-02-25,2026-02-25,Commercial Property,Shaw-Woods,DA1 9WA,2074,241880,2025,2025-02
POL-CH004-00871,CH004,Southgate Property Partners,2025-02-12,2026-02-12,Commercial Property,"Cross, Thompson and King",DA1 1NJ,2283,351693,2025,2025-02
POL-CH004-00872,CH004,Southgate Property Partners,2025-02-09,2026-02-09,Commercial Property,Lawrence LLC,KT2 6GF,1879,561222,2025,2025-02
POL-CH004-00873,CH004,Southgate Property Partners,2025-02-22,2026-02-22,Commercial Property,Walters-Cook,RG1 7UW,2284,373146,2025,2025-02
POL-CH004-00874,CH004,Southgate Property Partners,2025-02-27,2026-02-27,Commercial Property,Bishop PLC,BR1 2ZY,1318,184818,2025,2025-02
POL-CH004-00875,CH004,Southgate Property Partners,2025-02-22,2026-02-22,Commercial Property,Henry Group,SE10 9JL,1411,378886,2025,2025-02
POL-CH005-00876,CH005,Ironclad Construction Risks,2025-02-11,2026-02-11,EL/PL Liability,Price and Sons,WC3X 5WB,2497,611527,2025,2025-02
POL-CH005-00877,CH005,Ironclad Construction Risks,2025-02-20,2026-02-20,EL/PL Liability,Campbell LLC,W3A 0YQ,2424,502499,2025,2025-02
POL-CH005-00878,CH005,Ironclad Construction Risks,2025-02-08,2026-02-08,EL/PL Liability,"Harvey, Thorpe and Chapman",S97 4QS,2731,666291,2025,2025-02
POL-CH005-00879,CH005,Ironclad Construction Risks,2025-02-21,2026-02-21,EL/PL Liability,Pearson-Young,PO0 5GE,1749,811639,2025,2025-02
POL-CH005-00880,CH005,Ironclad Construction Risks,2025-02-03,2026-02-03,EL/PL Liability,"Miller, Thompson and Watson",S1 1FZ,2523,602827,2025,2025-02
POL-CH005-00881,CH005,Ironclad Construction Risks,2025-02-21,2026-02-21,EL/PL Liability,Berry-Bradshaw,W8B 1GA,3152,634982,2025,2025-02
POL-CH005-00882,CH005,Ironclad Construction Risks,2025-02-27,2026-02-27,EL/PL Liability,West Inc,G4W 0RP,3343,643068,2025,2025-02
POL-CH001-00883,CH001,Avonbridge Underwriting,2025-03-15,2026-03-15,Commercial Property,"Walters, Smith and Baker",B6 9XB,4655,606958,2025,2025-03
POL-CH001-00884,CH001,Avonbridge Underwriting,2025-03-23,2026-03-23,Commercial Property,Evans-Hardy,G1 4XJ,4336,842938,2025,2025-03
POL-CH001-00885,CH001,Avonbridge Underwriting,2025-03-10,2026-03-10,Commercial Property,Hale-Howe,DH4 3GJ,3937,822685,2025,2025-03
POL-CH001-00886,CH001,Avonbridge Underwriting,2025-03-21,2026-03-21,Commercial Property,Baker and Sons,SY71 7GL,1828,733395,2025,2025-03
POL-CH001-00887,CH001,Avonbridge Underwriting,2025-03-14,2026-03-14,Commercial Property,Watts-Phillips,SP36 7WE,4316,883969,2025,2025-03
POL-CH001-00888,CH001,Avonbridge Underwriting,2025-03-04,2026-03-04,Commercial Property,Francis Inc,B15 1AW,2905,1118962,2025,2025-03
POL-CH001-00889,CH001,Avonbridge Underwriting,2025-03-05,2026-03-05,Commercial Property,Hodgson Group,G2 8EE,3108,1056009,2025,2025-03
POL-CH001-00890,CH001,Avonbridge Underwriting,2025-03-02,2026-03-02,Commercial Property,Rogers Inc,EX5 9HJ,4738,712676,2025,2025-03
POL-CH001-00891,CH001,Avonbridge Underwriting,2025-03-02,2026-03-02,Commercial Property,"Wong, Mitchell and King",S3 4NS,6436,596352,2025,2025-03
POL-CH001-00892,CH001,Avonbridge Underwriting,2025-03-10,2026-03-10,Commercial Property,"Williams, Singh and Williams",S2U 7AY,5358,1062623,2025,2025-03
POL-CH001-00893,CH001,Avonbridge Underwriting,2025-03-16,2026-03-16,Commercial Property,Parsons-Flynn,G88 3AY,3355,1145898,2025,2025-03
POL-CH001-00894,CH001,Avonbridge Underwriting,2025-03-04,2026-03-04,Commercial Property,White and Sons,LE9B 1WS,3884,911347,2025,2025-03
POL-CH001-00895,CH001,Avonbridge Underwriting,2025-03-04,2026-03-04,Commercial Property,"Webster, Smith and Hutchinson",CA1 5FN,4528,821459,2025,2025-03
POL-CH001-00896,CH001,Avonbridge Underwriting,2025-03-08,2026-03-08,Commercial Property,Smith PLC,DD6B 1SG,5221,1018616,2025,2025-03
POL-CH001-00897,CH001,Avonbridge Underwriting,2025-03-18,2026-03-18,Commercial Property,"Phillips, Smart and Jones",WC5R 6XN,1996,1127172,2025,2025-03
POL-CH001-00898,CH001,Avonbridge Underwriting,2025-03-05,2026-03-05,Commercial Property,Glover PLC,B03 4FW,2105,1069416,2025,2025-03
POL-CH002-00899,CH002,Meridian Risk Solutions,2025-03-13,2026-03-13,EL/PL Liability,"Cooper, Jordan and Rogers",E5 0NL,2085,448648,2025,2025-03
POL-CH002-00900,CH002,Meridian Risk Solutions,2025-03-15,2026-03-15,EL/PL Liability,King and Sons,PL29 3BF,2071,473134,2025,2025-03
POL-CH002-00901,CH002,Meridian Risk Solutions,2025-03-12,2026-03-12,EL/PL Liability,"Smith, Evans and Holt",W6J 3TX,2813,597457,2025,2025-03
POL-CH002-00902,CH002,Meridian Risk Solutions,2025-03-22,2026-03-22,EL/PL Liability,Willis-Lamb,G3T 5ZH,4318,674460,2025,2025-03
POL-CH002-00903,CH002,Meridian Risk Solutions,2025-03-24,2026-03-24,EL/PL Liability,Barton-Lloyd,PA59 8AX,2577,473847,2025,2025-03
POL-CH002-00904,CH002,Meridian Risk Solutions,2025-03-23,2026-03-23,EL/PL Liability,"Kennedy, Riley and Smith",B10 7ES,1534,399266,2025,2025-03
POL-CH002-00905,CH002,Meridian Risk Solutions,2025-03-18,2026-03-18,EL/PL Liability,Clark LLC,BA7P 4WF,3997,701947,2025,2025-03
POL-CH002-00906,CH002,Meridian Risk Solutions,2025-03-14,2026-03-14,EL/PL Liability,Reed LLC,M9 8QR,1952,425941,2025,2025-03
POL-CH002-00907,CH002,Meridian Risk Solutions,2025-03-19,2026-03-19,EL/PL Liability,Heath Ltd,TR56 2RB,3075,535020,2025,2025-03
POL-CH002-00908,CH002,Meridian Risk Solutions,2025-03-24,2026-03-24,EL/PL Liability,"Shaw, Stephens and Daniels",IP5 0JH,2347,553007,2025,2025-03
POL-CH002-00909,CH002,Meridian Risk Solutions,2025-03-24,2026-03-24,EL/PL Liability,Rose PLC,FY36 6UG,2659,498193,2025,2025-03
POL-CH002-00910,CH002,Meridian Risk Solutions,2025-03-05,2026-03-05,EL/PL Liability,"Wyatt, Whitehead and Wilson",FY7 0XS,3608,500802,2025,2025-03
POL-CH002-00911,CH002,Meridian Risk Solutions,2025-03-14,2026-03-14,EL/PL Liability,"Kaur, Webster and Hall",L4D 1BN,2694,486298,2025,2025-03
POL-CH002-00912,CH002,Meridian Risk Solutions,2025-03-21,2026-03-21,EL/PL Liability,"Wilson, Wheeler and Hayes",WC2 4RT,3017,453748,2025,2025-03
POL-CH002-00913,CH002,Meridian Risk Solutions,2025-03-04,2026-03-04,EL/PL Liability,Stevenson-Bond,M9F 1YA,2859,699830,2025,2025-03
POL-CH002-00914,CH002,Meridian Risk Solutions,2025-03-27,2026-03-27,EL/PL Liability,"Grant, Short and Wilson",DY9R 0XP,3621,463064,2025,2025-03
POL-CH002-00915,CH002,Meridian Risk Solutions,2025-03-16,2026-03-16,EL/PL Liability,"Norman, King and Smith",IV1 5BJ,3748,458272,2025,2025-03
POL-CH002-00916,CH002,Meridian Risk Solutions,2025-03-20,2026-03-20,EL/PL Liability,"Johnson, Cunningham and Williams",S3 1FZ,4191,546205,2025,2025-03
POL-CH002-00917,CH002,Meridian Risk Solutions,2025-03-14,2026-03-14,EL/PL Liability,O'Neill-Davies,BN0 7HY,3000,555964,2025,2025-03
POL-CH002-00918,CH002,Meridian Risk Solutions,2025-03-09,2026-03-09,EL/PL Liability,Walker-Bell,M3 8FS,1639,359154,2025,2025-03
POL-CH002-00919,CH002,Meridian Risk Solutions,2025-03-02,2026-03-02,EL/PL Liability,Lewis-White,GU8B 6AY,1989,517867,2025,2025-03
POL-CH002-00920,CH002,Meridian Risk Solutions,2025-03-23,2026-03-23,EL/PL Liability,Craig-Miller,PE7A 3BY,4711,778912,2025,2025-03
POL-CH002-00921,CH002,Meridian Risk Solutions,2025-03-12,2026-03-12,EL/PL Liability,"Powell, Burton and Robinson",N29 2PL,3693,562605,2025,2025-03
POL-CH002-00922,CH002,Meridian Risk Solutions,2025-03-07,2026-03-07,EL/PL Liability,Smith and Sons,S1 5UR,1425,432165,2025,2025-03
POL-CH003-00923,CH003,Fortis Professional Risks,2025-03-15,2026-03-15,Professional Indemnity,Lawson Inc,WA8A 7QF,4475,1149556,2025,2025-03
POL-CH003-00924,CH003,Fortis Professional Risks,2025-03-15,2026-03-15,Professional Indemnity,"Reynolds, Nicholls and Phillips",HS2 6UN,4721,606210,2025,2025-03
POL-CH003-00925,CH003,Fortis Professional Risks,2025-03-08,2026-03-08,Professional Indemnity,"McDonald, McCarthy and Robinson",L2F 8YN,6734,878177,2025,2025-03
POL-CH003-00926,CH003,Fortis Professional Risks,2025-03-28,2026-03-28,Professional Indemnity,Begum Inc,L98 2YH,5894,1822224,2025,2025-03
POL-CH003-00927,CH003,Fortis Professional Risks,2025-03-12,2026-03-12,Professional Indemnity,Taylor Inc,FY32 6YX,3983,440913,2025,2025-03
POL-CH003-00928,CH003,Fortis Professional Risks,2025-03-04,2026-03-04,Professional Indemnity,Shah LLC,BS50 7SL,5028,1530287,2025,2025-03
POL-CH003-00929,CH003,Fortis Professional Risks,2025-03-22,2026-03-22,Professional Indemnity,"Wright, Patterson and Hall",TD0 1LU,8731,831135,2025,2025-03
POL-CH003-00930,CH003,Fortis Professional Risks,2025-03-12,2026-03-12,Professional Indemnity,George-Bailey,CT6 9DF,6319,1060406,2025,2025-03
POL-CH004-00931,CH004,Southgate Property Partners,2025-03-18,2026-03-18,Commercial Property,Mitchell-Collins,SS1 1XU,3227,249702,2025,2025-03
POL-CH004-00932,CH004,Southgate Property Partners,2025-03-13,2026-03-13,Commercial Property,Begum-Turner,BN1 8RY,1937,446769,2025,2025-03
POL-CH004-00933,CH004,Southgate Property Partners,2025-03-03,2026-03-03,Commercial Property,Holmes-Jones,SE10 1KP,2386,409798,2025,2025-03
POL-CH004-00934,CH004,Southgate Property Partners,2025-03-26,2026-03-26,Commercial Property,"Patel, Parry and Simpson",CT1 4JE,1966,360835,2025,2025-03
POL-CH004-00935,CH004,Southgate Property Partners,2025-03-03,2026-03-03,Commercial Property,"Harris, Cooke and Barry",KT1 4FO,1945,365680,2025,2025-03
POL-CH004-00936,CH004,Southgate Property Partners,2025-03-27,2026-03-27,Commercial Property,Dawson LLC,CM1 3CD,2135,363038,2025,2025-03
POL-CH004-00937,CH004,Southgate Property Partners,2025-03-26,2026-03-26,Commercial Property,"Jones, Smith and Hawkins",SE1 5ZZ,2003,397073,2025,2025-03
POL-CH004-00938,CH004,Southgate Property Partners,2025-03-28,2026-03-28,Commercial Property,Bradley-Thomas,CT1 9UD,2408,394860,2025,2025-03
POL-CH004-00939,CH004,Southgate Property Partners,2025-03-09,2026-03-09,Commercial Property,"Jones, Page and Black",BN1 1NN,842,526192,2025,2025-03
POL-CH004-00940,CH004,Southgate Property Partners,2025-03-05,2026-03-05,Commercial Property,Long-Jones,L2 6SQ,1310,334623,2025,2025-03
POL-CH004-00941,CH004,Southgate Property Partners,2025-03-01,2026-03-01,Commercial Property,"Marsh, Page and Morris",SW1 3FP,1478,537443,2025,2025-03
POL-CH005-00942,CH005,Ironclad Construction Risks,2025-03-24,2026-03-24,EL/PL Liability,Mason-Bennett,W5 1PP,5047,758408,2025,2025-03
POL-CH005-00943,CH005,Ironclad Construction Risks,2025-03-14,2026-03-14,EL/PL Liability,James-May,S53 2EP,2774,591765,2025,2025-03
POL-CH005-00944,CH005,Ironclad Construction Risks,2025-03-17,2026-03-17,EL/PL Liability,"Jarvis, Wilson and Norman",SO9 9AR,2822,678168,2025,2025-03
POL-CH005-00945,CH005,Ironclad Construction Risks,2025-03-04,2026-03-04,EL/PL Liability,"Curtis, Black and Gibson",S9 5FY,3103,683340,2025,2025-03
POL-CH005-00946,CH005,Ironclad Construction Risks,2025-03-24,2026-03-24,EL/PL Liability,Jones-Austin,PL5Y 8EY,2669,570399,2025,2025-03
POL-CH005-00947,CH005,Ironclad Construction Risks,2025-03-03,2026-03-03,EL/PL Liability,"Lewis, Hart and Mills",TD0Y 4FS,2482,570763,2025,2025-03
POL-CH001-00948,CH001,Avonbridge Underwriting,2025-04-16,2026-04-16,Commercial Property,"Wright, Bird and Martin",M85 4WU,4947,225167,2025,2025-04
POL-CH001-00949,CH001,Avonbridge Underwriting,2025-04-15,2026-04-15,Commercial Property,"Page, Harvey and Jones",ST1H 1ET,5026,891381,2025,2025-04
POL-CH001-00950,CH001,Avonbridge Underwriting,2025-04-25,2026-04-25,Commercial Property,Davies Ltd,DH8 5PT,4176,767439,2025,2025-04
POL-CH001-00951,CH001,Avonbridge Underwriting,2025-04-12,2026-04-12,Commercial Property,"Forster, Dale and Mellor",S9 6NS,5616,1051349,2025,2025-04
POL-CH001-00952,CH001,Avonbridge Underwriting,2025-04-17,2026-04-17,Commercial Property,Patel-Rogers,N8 7LT,3226,936498,2025,2025-04
POL-CH001-00953,CH001,Avonbridge Underwriting,2025-04-19,2026-04-19,Commercial Property,Jones LLC,L89 4UT,2975,556831,2025,2025-04
POL-CH001-00954,CH001,Avonbridge Underwriting,2025-04-04,2026-04-04,Commercial Property,"Townsend, Williams and Read",W38 0EY,3410,1033258,2025,2025-04
POL-CH001-00955,CH001,Avonbridge Underwriting,2025-04-15,2026-04-15,Commercial Property,Parry Inc,AB3 0EA,5400,959030,2025,2025-04
POL-CH001-00956,CH001,Avonbridge Underwriting,2025-04-17,2026-04-17,Commercial Property,Walters-Hamilton,L88 0TX,5113,959687,2025,2025-04
POL-CH001-00957,CH001,Avonbridge Underwriting,2025-04-08,2026-04-08,Commercial Property,Matthews-Saunders,G5D 5GJ,3391,941783,2025,2025-04
POL-CH001-00958,CH001,Avonbridge Underwriting,2025-04-20,2026-04-20,Commercial Property,"Chapman, Sutton and Khan",B4 1RJ,5208,1010286,2025,2025-04
POL-CH001-00959,CH001,Avonbridge Underwriting,2025-04-02,2026-04-02,Commercial Property,Kirby and Sons,G6D 2EZ,5698,1000514,2025,2025-04
POL-CH001-00960,CH001,Avonbridge Underwriting,2025-04-24,2026-04-24,Commercial Property,"Wood, Reynolds and Smith",G41 2EX,4642,1077406,2025,2025-04
POL-CH001-00961,CH001,Avonbridge Underwriting,2025-04-26,2026-04-26,Commercial Property,Williams and Sons,B5U 0YQ,4166,662601,2025,2025-04
POL-CH001-00962,CH001,Avonbridge Underwriting,2025-04-28,2026-04-28,Commercial Property,Harrison Inc,L6 0AQ,3994,691708,2025,2025-04
POL-CH001-00963,CH001,Avonbridge Underwriting,2025-04-22,2026-04-22,Commercial Property,"Gill, Howard and Robinson",JE4 2AF,3349,819289,2025,2025-04
POL-CH001-00964,CH001,Avonbridge Underwriting,2025-04-17,2026-04-17,Commercial Property,"Quinn, Hall and Harrison",BL9 3DQ,3201,784558,2025,2025-04
POL-CH001-00965,CH001,Avonbridge Underwriting,2025-04-10,2026-04-10,Commercial Property,"Thompson, Cox and Jones",GY4 4JS,1814,895324,2025,2025-04
POL-CH001-00966,CH001,Avonbridge Underwriting,2025-04-15,2026-04-15,Commercial Property,Wyatt LLC,LN8 6YH,4201,676368,2025,2025-04
POL-CH001-00967,CH001,Avonbridge Underwriting,2025-04-21,2026-04-21,Commercial Property,"Price, Ball and Smith",WC9 3GP,5030,1049233,2025,2025-04
POL-CH001-00968,CH001,Avonbridge Underwriting,2025-04-01,2026-04-01,Commercial Property,Roberts Ltd,M4D 2XH,2174,687920,2025,2025-04
POL-CH002-00969,CH002,Meridian Risk Solutions,2025-04-02,2026-04-02,EL/PL Liability,"Taylor, Smith and Bull",WD6 8XU,2225,603684,2025,2025-04
POL-CH002-00970,CH002,Meridian Risk Solutions,2025-04-16,2026-04-16,EL/PL Liability,Burton Group,GL0 4GJ,2919,466935,2025,2025-04
POL-CH002-00971,CH002,Meridian Risk Solutions,2025-04-28,2026-04-28,EL/PL Liability,Thomson and Sons,B28 3RJ,1236,579427,2025,2025-04
POL-CH002-00972,CH002,Meridian Risk Solutions,2025-04-13,2026-04-13,EL/PL Liability,"Gray, Finch and Jones",DL0 7NN,1947,507491,2025,2025-04
POL-CH002-00973,CH002,Meridian Risk Solutions,2025-04-14,2026-04-14,EL/PL Liability,Lewis-Evans,BL2 9YZ,3357,670082,2025,2025-04
POL-CH002-00974,CH002,Meridian Risk Solutions,2025-04-22,2026-04-22,EL/PL Liability,"Campbell, Andrews and Rees",W4 1XJ,1882,122560,2025,2025-04
POL-CH002-00975,CH002,Meridian Risk Solutions,2025-04-04,2026-04-04,EL/PL Liability,Wall and Sons,L4C 3AZ,3270,725063,2025,2025-04
POL-CH002-00976,CH002,Meridian Risk Solutions,2025-04-16,2026-04-16,EL/PL Liability,Price-Haynes,S2 2AD,4252,526207,2025,2025-04
POL-CH002-00977,CH002,Meridian Risk Solutions,2025-04-23,2026-04-23,EL/PL Liability,"Howarth, Douglas and Smith",G82 0PB,2642,600890,2025,2025-04
POL-CH002-00978,CH002,Meridian Risk Solutions,2025-04-15,2026-04-15,EL/PL Liability,Brooks Ltd,M4 5NF,2194,559544,2025,2025-04
POL-CH002-00979,CH002,Meridian Risk Solutions,2025-04-03,2026-04-03,EL/PL Liability,Wong Ltd,HS4 7ER,3570,632526,2025,2025-04
POL-CH002-00980,CH002,Meridian Risk Solutions,2025-04-03,2026-04-03,EL/PL Liability,Giles Group,HS79 3UZ,5666,549051,2025,2025-04
POL-CH002-00981,CH002,Meridian Risk Solutions,2025-04-11,2026-04-11,EL/PL Liability,Roberts LLC,CW2 6BG,2626,496803,2025,2025-04
POL-CH002-00982,CH002,Meridian Risk Solutions,2025-04-20,2026-04-20,EL/PL Liability,Jones Ltd,M3 1LU,1454,413160,2025,2025-04
POL-CH002-00983,CH002,Meridian Risk Solutions,2025-04-05,2026-04-05,EL/PL Liability,"Hilton, Owens and Foster",KA4H 7LJ,2719,434488,2025,2025-04
POL-CH002-00984,CH002,Meridian Risk Solutions,2025-04-03,2026-04-03,EL/PL Liability,"Clarke, Webb and Turner",L9T 9JR,3241,397197,2025,2025-04
POL-CH002-00985,CH002,Meridian Risk Solutions,2025-04-05,2026-04-05,EL/PL Liability,Carpenter-Holland,M6A 0ZJ,4142,500025,2025,2025-04
POL-CH002-00986,CH002,Meridian Risk Solutions,2025-04-09,2026-04-09,EL/PL Liability,"Knowles, Kelly and Crawford",LN0R 3FW,3091,459013,2025,2025-04
POL-CH003-00987,CH003,Fortis Professional Risks,2025-04-20,2026-04-20,Professional Indemnity,Charlton and Sons,IM4A 9UA,6861,939860,2025,2025-04
POL-CH003-00988,CH003,Fortis Professional Risks,2025-04-21,2026-04-21,Professional Indemnity,Cook-Smith,DE8H 8LY,4414,1108882,2025,2025-04
POL-CH003-00989,CH003,Fortis Professional Risks,2025-04-19,2026-04-19,Professional Indemnity,Fitzgerald Group,TS2N 6TB,3279,954222,2025,2025-04
POL-CH003-00990,CH003,Fortis Professional Risks,2025-04-18,2026-04-18,Professional Indemnity,"Barlow, Brown and Page",HP8X 1ND,4714,1462316,2025,2025-04
POL-CH003-00991,CH003,Fortis Professional Risks,2025-04-23,2026-04-23,Professional Indemnity,"Smart, Thomas and Price",AL9 2DN,5933,1258076,2025,2025-04
POL-CH003-00992,CH003,Fortis Professional Risks,2025-04-11,2026-04-11,Professional Indemnity,"Mason, Chan and James",B9S 0PY,6903,1158788,2025,2025-04
POL-CH003-00993,CH003,Fortis Professional Risks,2025-04-13,2026-04-13,Professional Indemnity,"Bradley, Thomas and Chan",NG4 0LY,6144,1169033,2025,2025-04
POL-CH003-00994,CH003,Fortis Professional Risks,2025-04-20,2026-04-20,Professional Indemnity,Rogers Ltd,L5G 1JY,5937,1025172,2025,2025-04
POL-CH003-00995,CH003,Fortis Professional Risks,2025-04-17,2026-04-17,Professional Indemnity,Smith and Sons,M79 5YE,1475,1159716,2025,2025-04
POL-CH003-00996,CH003,Fortis Professional Risks,2025-04-10,2026-04-10,Professional Indemnity,Dickinson PLC,B5W 0GW,7847,1477864,2025,2025-04
POL-CH004-00997,CH004,Southgate Property Partners,2025-04-15,2026-04-15,Commercial Property,Rose-Harvey,HA1 2BJ,2467,408865,2025,2025-04
POL-CH004-00998,CH004,Southgate Property Partners,2025-04-26,2026-04-26,Commercial Property,Holland PLC,KT1 7SO,1906,338234,2025,2025-04
POL-CH004-00999,CH004,Southgate Property Partners,2025-04-15,2026-04-15,Commercial Property,Sykes-Miah,EN1 6XK,1629,461577,2025,2025-04
POL-CH004-01000,CH004,Southgate Property Partners,2025-04-27,2026-04-27,Commercial Property,Brown Ltd,EN1 2FQ,2450,386055,2025,2025-04
POL-CH004-01001,CH004,Southgate Property Partners,2025-04-11,2026-04-11,Commercial Property,White-Smith,RG1 6TR,1556,400052,2025,2025-04
POL-CH004-01002,CH004,Southgate Property Partners,2025-04-05,2026-04-05,Commercial Property,Bell-Green,TW1 2EG,2124,255614,2025,2025-04
POL-CH004-01003,CH004,Southgate Property Partners,2025-04-03,2026-04-03,Commercial Property,Wheeler Inc,E1 7WC,560,344946,2025,2025-04
POL-CH004-01004,CH004,Southgate Property Partners,2025-04-04,2026-04-04,Commercial Property,Davison and Sons,BR1 3CL,1140,349185,2025,2025-04
POL-CH004-01005,CH004,Southgate Property Partners,2025-04-18,2026-04-18,Commercial Property,Ahmed Inc,WN1 9EV,1720,354675,2025,2025-04
POL-CH004-01006,CH004,Southgate Property Partners,2025-04-11,2026-04-11,Commercial Property,"Watts, Evans and Doherty",EN1 6OI,2584,432674,2025,2025-04
POL-CH004-01007,CH004,Southgate Property Partners,2025-04-28,2026-04-28,Commercial Property,"Wilkinson, Cooper and Johnston",HA1 1AG,1962,462220,2025,2025-04
POL-CH004-01008,CH004,Southgate Property Partners,2025-04-10,2026-04-10,Commercial Property,"Bartlett, Collins and Smith",SS1 2MO,1185,503911,2025,2025-04
POL-CH004-01009,CH004,Southgate Property Partners,2025-04-19,2026-04-19,Commercial Property,Lucas and Sons,ME1 8WI,1759,467048,2025,2025-04
POL-CH005-01010,CH005,Ironclad Construction Risks,2025-04-08,2026-04-08,EL/PL Liability,Smith-Walker,W4E 6DT,1388,722683,2025,2025-04
POL-CH005-01011,CH005,Ironclad Construction Risks,2025-04-28,2026-04-28,EL/PL Liability,"Lambert, Faulkner and Martin",TF56 7QP,2893,464692,2025,2025-04
POL-CH005-01012,CH005,Ironclad Construction Risks,2025-04-04,2026-04-04,EL/PL Liability,Hussain LLC,N5 1GA,1921,768815,2025,2025-04
POL-CH005-01013,CH005,Ironclad Construction Risks,2025-04-12,2026-04-12,EL/PL Liability,Black Inc,LD7 0GR,1672,846400,2025,2025-04
POL-CH005-01014,CH005,Ironclad Construction Risks,2025-04-28,2026-04-28,EL/PL Liability,"Thompson, Davies and Phillips",HA1Y 1YG,1897,695758,2025,2025-04
POL-CH005-01015,CH005,Ironclad Construction Risks,2025-04-18,2026-04-18,EL/PL Liability,"Brooks, Clarke and Cartwright",N17 3DZ,2343,690478,2025,2025-04
POL-CH005-01016,CH005,Ironclad Construction Risks,2025-04-12,2026-04-12,EL/PL Liability,Taylor-Thompson,FY4R 1WN,2175,575581,2025,2025-04
POL-CH001-01017,CH001,Avonbridge Underwriting,2025-05-04,2026-05-04,Commercial Property,"Smith, Jones and Lewis",CB6 9QN,2937,1007425,2025,2025-05
POL-CH001-01018,CH001,Avonbridge Underwriting,2025-05-25,2026-05-25,Commercial Property,Johnson-Edwards,SY3 6FA,3553,801422,2025,2025-05
POL-CH001-01019,CH001,Avonbridge Underwriting,2025-05-09,2026-05-09,Commercial Property,Brown-Goodwin,G50 2WU,2947,305504,2025,2025-05
POL-CH001-01020,CH001,Avonbridge Underwriting,2025-05-19,2026-05-19,Commercial Property,"Khan, Warren and Rose",B6S 3US,3959,1362680,2025,2025-05
POL-CH001-01021,CH001,Avonbridge Underwriting,2025-05-08,2026-05-08,Commercial Property,Evans and Sons,M64 5HZ,5188,845907,2025,2025-05
POL-CH001-01022,CH001,Avonbridge Underwriting,2025-05-26,2026-05-26,Commercial Property,Scott-Wong,GL6 7HS,3868,854774,2025,2025-05
POL-CH001-01023,CH001,Avonbridge Underwriting,2025-05-14,2026-05-14,Commercial Property,"Hopkins, Smith and Wright",CT7 5PN,4889,599077,2025,2025-05
POL-CH001-01024,CH001,Avonbridge Underwriting,2025-05-28,2026-05-28,Commercial Property,Turner-Clarke,S03 4AG,5604,1002018,2025,2025-05
POL-CH001-01025,CH001,Avonbridge Underwriting,2025-05-18,2026-05-18,Commercial Property,"Hamilton, Smith and Ali",SE58 3BN,5104,943176,2025,2025-05
POL-CH001-01026,CH001,Avonbridge Underwriting,2025-05-25,2026-05-25,Commercial Property,Stone-Dyer,W04 8YD,4224,992983,2025,2025-05
POL-CH001-01027,CH001,Avonbridge Underwriting,2025-05-27,2026-05-27,Commercial Property,Jones Ltd,BR89 5DS,4945,774766,2025,2025-05
POL-CH001-01028,CH001,Avonbridge Underwriting,2025-05-20,2026-05-20,Commercial Property,Mason Ltd,FY1P 4BL,3477,871644,2025,2025-05
POL-CH001-01029,CH001,Avonbridge Underwriting,2025-05-20,2026-05-20,Commercial Property,Shaw PLC,W2G 7PP,6151,586689,2025,2025-05
POL-CH001-01030,CH001,Avonbridge Underwriting,2025-05-22,2026-05-22,Commercial Property,"Naylor, Brown and Smith",HP94 2DG,2350,885011,2025,2025-05
POL-CH001-01031,CH001,Avonbridge Underwriting,2025-05-21,2026-05-21,Commercial Property,"Pearson, Robinson and Stevenson",KT23 3HG,4264,886835,2025,2025-05
POL-CH001-01032,CH001,Avonbridge Underwriting,2025-05-18,2026-05-18,Commercial Property,"Thomas, Alexander and Archer",DH4P 8QA,4507,802569,2025,2025-05
POL-CH001-01033,CH001,Avonbridge Underwriting,2025-05-01,2026-05-01,Commercial Property,Wilkinson-Holland,L6E 2TX,6077,509807,2025,2025-05
POL-CH001-01034,CH001,Avonbridge Underwriting,2025-05-20,2026-05-20,Commercial Property,"Dunn, Wood and Hutchinson",SY98 7LJ,3156,828058,2025,2025-05
POL-CH002-01035,CH002,Meridian Risk Solutions,2025-05-22,2026-05-22,EL/PL Liability,"Alexander, Holmes and Davis",L8 3HT,2936,707683,2025,2025-05
